"HolderAddress","Balance","PendingBalanceUpdate"
"0xb8d622a8cccff1f4c8955a23ed0e8434bf334675","1,256,952,771.725585140677083356","No"
"0xa0647cb8fbcf3866acc97d5424abad4b1a274210","1,253,782,168.863680942747963668","No"
"0xd86b6f83925429aaa75b4b40aeabd791be816a9d","1,248,413,913.85635047853603977","No"
"0x1d9c957670fba489a7238652a682493a47de43e0","1,242,594,975.589710760462487036","No"
"0x1e7127c81c8a58661a0811f026b6be66533934be","1,225,635,614.441318754725554541","No"
"0x605fcbdcba6c99b70a0028593a61ca9205e93739","1,204,392,683.411006460456889426","No"
"0xacf53dd3d1d136c08ce9f3e7debc2e09ea5f4cb0","1,186,405,872.225375402283983682","No"
"0xc002fd5048f462988e0eaf8d4bcf267afc741fa9","1,182,048,917.101275742097256826","No"
"0x083fcbf9ad41b8738d204c48a768bba71654ddd2","1,181,451,427.578210238598147207","No"
"0xc82659501a30b5fedcbcf80852f261bf958b8a77","1,180,000,000","No"
"0x5840c17f38e99b11679119640b5d8a9c8ac3da49","1,178,265,114.37929977837037135","No"
"0xa6d821693855f34f7fd93a856e18474df729d44c","1,177,736,648.847263058296313043","No"
"0x3727220a0062dc00c08cc53186ca2d1cd3babe2f","1,177,193,392.829795358516583244","No"
"0xea7511d40483573b9931d456dcdd6374dac931f4","1,170,444,087.75964023865837631","No"
"0x66d8eaa495d20ba36cd0ee471079707d714a7c19","1,164,819,706.288352644692744814","No"
"0xebf4c8f499a510ebb8ede8dab4eef18b460b907c","1,154,872,630.368543705580000787","No"
"0xa75c84745f4b57d65dfe6b286ad07a295063b8f6","1,142,664,060.099209168736848681","No"
"0xd8e51fc9a41c19bca7646dc054f03c40bc5ec6a8","1,129,371,505.654893437392994945","No"
"0xbae76d1c18c0298b69f7d4523df8d304cc702be8","1,102,147,416.244276557219234216","No"
"0x7cb3663e49b3d20488abfb5e8191e48fd8fb610b","1,097,495,566.923116334306435297","No"
"0x32d7fba086e2e36adcd56a7c973b4de50319e393","1,090,221,624.606305609741520053","No"
"0x55d5dd71c5b327443d14ba196697fc2bd60421a4","1,089,840,311.417894324545342159","No"
"0x0ca0243ab14c76b4634ab4271cb56b0e5abf9ef3","1,089,426,692.472601132917170925","No"
"0x40b64e6ffee547b925401f92e6b69a68f95fa2c1","1,087,639,740.552476309520402015","No"
"0x7986dc43028c4a883484453f10bd67f410dfca74","1,085,759,032.353122555358264481","No"
"0xf92fdae0fe3c4e9f60ea44304937468b3890a283","1,084,239,215.005591282449702082","No"
"0xc79c88386c95130bf7c20a184cb8281ed639fab4","1,070,666,666.666666705407684621","No"
"0x71dd86c7a27ec8c584f371b208fcb34d5a60a4ad","1,053,240,332.975273749116409405","No"
"0x2e29ea5f456b99db053f05d740691ad48d0e6126","1,050,063,936.97713822422840838","No"
"0x5b0f253aa56085c180cdc5f08b5eeb63530e5daa","1,017,972,618.891448215772664489","No"
"0x89cdf6e6132a7a3c75d57e1f964117bd8e10afad","1,017,878,137.056111447848378031","No"
"0x22edc38749b59c31c9319eae7fc62143ac2fcc6c","1,017,466,998.81451616402823954","No"
"0x831962f46cbc9da96919b1faea3e1cd29628fb21","1,009,287,704.249039272266377241","No"
"0x7ac22af9bbaf4a4c2bf77885db399e4b549ba24c","1,008,368,476.600627633814219802","No"
"0xe243b607ffc8b33cbb11e4deeaae589ec998170e","1,006,000,000.000000001577058304","No"
"0xe7843c8bb30775d71f8b16dc1e79763c7e5c9eb1","1,005,694,028.421058689855391924","No"
"0xd22f302b96127645743031b459132b49c2458a4a","1,000,000,001.062243512664734457","No"
"0xe850a31b2e8983668bdf3779601bddb1525fd742","1,000,000,000.565555637442551808","No"
"0xd255801d7a294e4ceac416a3caf5791275d645f5","1,000,000,000","No"
"0x4000e1793bef8327e069c2ebc093b32ce06b6633","1,000,000,000","No"
"0xd42fe4c59e8827127b62fe7bdc128aa611432ee8","1,000,000,000","No"
"0xe4b9a82b5ce11aa0f6bd3f95de5ea6e635e483c2","999,999,999.999970855289191636","No"
"0x4c55c41bd839b3552fb2abecacfdf4a5d2879cb9","999,830,172.561883155220403076","No"
"0xebcea89d0e3beb500449f7216bb0f456d1fd93cb","999,000,000","No"
"0x08e847c7d4f85e6f4f5c68b40450ac6f89781a3c","992,698,418.021044437065689248","No"
"0x7f72de9f5174e95a6b7b8e4b5ef8a1a74ac93f7d","988,129,616.418905327661890133","No"
"0xec4fc7c40e14fa2a835692b2c02f9625cb5bd61b","978,940,396.724652629838922867","No"
"0xe15cf0ede90e9059188fc8439014d1ffe29e0bbc","970,515,128.63493607649036276","No"
"0xf7b10d603907658f690da534e9b7dbc4dab3e2d6","961,384,431.300578105914897226","No"
"0xa8b102eb09bf4827be6447165730415c66a61ad1","949,452,389.348101619685249493","No"
"0x6f2b6ac9c798abcbe5b5e313f41d401009f2bd95","945,929,575.106529655727437691","No"
"0x8d4b4c1ec39148e22c296c0090f7d4f3478cfe75","922,400,567.397935688501491817","No"
"0x298b8aa81cca2847dcaccdb6fee0a514fbd4208b","921,406,261.436917132887898489","No"
"0x3ee639d532a59e663e99965dc285fc90c333368d","900,001,599.320678024892836373","No"
"0xf3c9ad2f3bd897d12b0fab2d53b1dd62cb8f9d6e","900,000,000","No"
"0x22e2bca2891ea65fb3158a0dc6077c46f437e857","891,638,317.531977371353601769","No"
"0x9c5e6603050cf77e2f3951d46a342eb31cb3770a","888,651,363.53","No"
"0x0b96defccace9f27e178efe35b3aa2cdca42d8d6","885,230,089.039267056914111872","No"
"0x5ed39ed5c210bdb9e67385478323e6113c33b1f0","884,708,222.169435113789768674","No"
"0xd5359e309c47c8920c277d078d5f3c3dbea1ef84","880,874,699.925700831034093068","No"
"0x3949979ce08ebb7621863668da537045501f8dbe","873,571,419.922513096716459266","No"
"0x5dead1f49f17a4463956a5b6aabd6d96a900337d","870,749,002.136336380752723049","No"
"0xc44b2429f78739a696691e65970a51a8e2d8b6db","866,331,070.332577062607035468","No"
"0xb276f18576bb2045ade9707e0d00f153355f027e","865,657,119.672782384772146898","No"
"0x07074a9e0fee862449c75bcc474d29724d3c4039","850,000,000","No"
"0x77473d0956ea9ecb5fa1d10267747a38991d869d","844,016,783","No"
"0x2aa4dbf8462b3eec6e8b8134b6ba8f8cd84fd1cb","840,870,836.867465659285930063","No"
"0xdebb29c513f7c9c59956734e42528da01162a30d","840,671,243.396026483869713515","No"
"0x2479493e18cb729e940443a5589c358cef835647","839,507,124.948545207659958753","No"
"0x4c1d9de1eb18bc2ed05fc00b7ba0f25413fcbcef","825,247,609.283453663572650295","No"
"0xd3881d362b047645b8dcd26515c66e5ba7fc8934","815,217,896.199244174399436208","No"
"0x3d48dffd4bf14dd2a843d09909d410513245d0be","810,566,131.79","No"
"0x8a89a851522b00aead72eb69584d14fa616038a6","808,527,112.572138474628194875","No"
"0xe9017c8de5040968d9752a18d805cd2a983e558c","806,757,241.628120264076266878","No"
"0xe4d70fc7af37db7c5144ab005056b8b493dfae24","800,699,529.369745904646774081","No"
"0x587223d68a33c85fbb0148cb764a6b7f8d7dd0d3","800,000,000","No"
"0x259f962e77262ee8d97cc6a112d0e0321323ea0d","800,000,000","No"
"0x790f72745b86fdefeb1ae9d520f2285da3e40989","791,418,075.899068930016191375","No"
"0x1a7861a39e74d93c8eb883d774f168be46f81228","790,418,342.45003178905069621","No"
"0xbaa32149f2e8e4813c604deacee48e381cecb937","785,993,821.058131535035018517","No"
"0x33569c101562e1faf5b24581057e5cee4c8288d7","781,956,725.34","No"
"0x02a7f98b3f159dd41e4ae55da11faa86010727cb","776,362,407.873251873693234591","No"
"0xc9d46b11f3b1bbc85ebedfffca09707f8f28dca1","773,854,464.95855624901237383","No"
"0x89813c55b106df2f60217a328742829f5195e704","772,445,575.998095938466591045","No"
"0x66f6babdaf4f68a08221125abb9846b9533ed8b9","765,407,376.67","No"
"0x2797251602fafb0cdd49ed4eac0e92898e76abeb","752,859,949.131994571301459797","No"
"0xfa13a3c6cf759e00f726991eb6dfe4e5e3a09d6f","752,682,855.887290156560999278","No"
"0x6ffc40e41897421f381abf343301fdd01cccec34","750,000,000","No"
"0xc229d7d3dd662a1b107e29aa84bb0c8ff609cf3a","742,747,292.65756217921220394","No"
"0xeace06c09a26aa0b44fdd6bcc730db08e4711210","742,612,199.893584559863847727","No"
"0xb8b3443bb3e12d225ea5e4a17108ff60d026e774","730,584,206.48378383391462918","No"
"0x5246aa7512414289e67150d76509901310285d04","729,443,512.529103955049911545","No"
"0x5c4114e51b64e04d6d568d5798dc2bee5cca7fec","727,606,307.527772678882059706","No"
"0x22379ff016d0b4310db1a93c78ee3375da404fc3","712,732,378.737441150573086202","No"
"0x566d6a9609e1f0c59c52387bd83d544f353b9d73","710,474,224.665512142465661309","No"
"0x20ca8c745239e212b938a4843f237eeae37d29a6","708,972,087.207684983828252748","No"
"0xd6e2b9696dc45642ebb84bb789ed68d2354d774d","708,848,955.033903191128342577","No"
"0xdc2630de1f8650a18c0dfbe1038b9cb79b110f82","705,335,227.565669965436863149","No"
"0x2d8d75d4ba64efda74eead05ac6127df4e46efa9","703,347,319.1","No"
"0x725b5fae8287d647c809f3480abc32cfb117b6fb","700,824,635.868986120902876643","No"
"0x0adadb91cfeb33187fb91544c8c2ae92a2e4897a","700,372,932.63","No"
"0xc6ed1b47b0a5542cea9f8a80c513197bfabb6fef","700,000,000.757718397527548643","No"
"0xc41c84921c874fe392b1bbf448156bd6053688f3","700,000,000","No"
"0x8b7a5b22175614ee194e9e02e9fe0a1b5414c75e","700,000,000","No"
"0x5cbd0b14c1ee0a389091d6a419dd60c1efc83f7d","691,727,390.756466922859920547","No"
"0x824695702735179915d44755519ca06235053608","683,514,812.951631406232575272","No"
"0xcbc26ec2e214498ce08b7765e10a074b0b69444c","673,429,859.453925868199954634","No"
"0xec04632b100877778c95d2526b6628d4110f3f95","672,650,980.124824205336588432","No"
"0x000000000000000000000000000000000000dead","670,248,621.117281186160458318","No"
"0x8383b9a512f1c0e57cd015b076372b2844859e57","665,439,232.867867721963537375","No"
"0xc44788726d184fe8ce4f03d4c4cd54ef8464de66","656,010,548.522075733277328404","No"
"0x8792f37ed02088f58f3eef6a56acd9ccd444ea79","650,618,307.592091159725036738","No"
"0x2981c8b85054b2a51dabaee66874848f42b6b7f3","650,000,000","No"
"0x44d833cc6cfcec0980bb2f194e8656fadb9479b9","647,805,985.544836448234319125","No"
"0xed33f2a1190637aa1f97bafad2a159000f4873e5","645,424,598.76","No"
"0xa7269c74294e399d700a58be9f035b652dd67e48","641,129,287.27264352527483636","No"
"0x82aa105028145fdc38184e5e3944c9e56bbce912","637,149,924.42","No"
"0xa7dcc417c63f24f9073b667a5d7149bd38463d0f","635,675,142.387051950239184747","No"
"0xb14be0a9f67ef3e8bbf44cfc516ad17d186b3aa2","633,996,001.286944746086850432","No"
"0x5a9d37291d786e6f292975b431574c2e9d05cefa","632,358,938.482513018128586022","No"
"0xd8f3d3a10df0c589d31f4bb9f31ad803ec9fe798","630,956,090.994864819180145125","No"
"0x92f834c9941cd0eb500a10cc99ebdddcd52cfc27","628,654,751.000202184039953162","No"
"0xd4487f268e7a39da0925c161b0c966a8c9ccba2a","623,133,778.362475195791533092","No"
"0xe1e4e24742534e76bb2c8cd939679645e28b4b7f","620,248,604.19920145503509351","No"
"0xbe8caf82259d44eecd0a6bcdb82655a4f6711b1a","616,509,518.76","No"
"0x5f00875ab6942bd586dd23dbbd79af6a801527a4","615,489,887.356209379500202838","No"
"0x369c54b1e66c5b0c0f7d983f9dae9e427b88edd6","610,173,894.727937411021494134","No"
"0x01974549c9b9a30d47c548a16b120b1caa7b586c","609,114,538.733443730000898555","No"
"0xf2e734aead32aab31718d64492391c2ccdbf0d2f","600,000,000.742635763782743904","No"
"0xec54e4e7a040ddb9cc46924f702fe04769019264","600,000,000","No"
"0xd4c5211966074126b8f932596a26a34e5ae31d45","591,639,215.46","No"
"0xa2e3cce9f0a5701cee9f50d32c2ce3b3f222f05f","590,445,533.442542158312348771","No"
"0x33f6b7597f0b899b9506a78383550a5d79dcc011","587,849,775.157680599697438396","No"
"0xe23ebd49a2ed45c4775b14d416f0be6049890d37","585,650,092.235538225674151468","No"
"0x077924551b8bcd8c8f87f7af645623a52012e9e1","582,633,874.659412834394392798","No"
"0xda73d6d0349f1cb7c62f6e887a3815a5d620bbb3","582,590,840.46908489643088959","No"
"0x1297ad486549a430d59d9d5f99ed7c216b6e77dd","576,788,176.24567841395965952","No"
"0x1ce33afd0e70ad410a74e855dd9871f2b31f3eee","573,613,406.565306793296165456","No"
"0xc1b9553b316120111917369853e4a4c0db0b4e21","572,275,467.647584203304685603","No"
"0x957e53f61da0156f8a4e8c9cf59372d50bd0c6b8","572,062,398.426877918746726501","No"
"0x0d9c98b1edece244b3c6fb1cc58863b882402a63","570,000,000","No"
"0xfb726170d7fd3fcad1a5d53927af2c655fc9a4f2","569,030,553.257153500347436803","No"
"0x54266a4bab49b9a4e9a9bb664ff60f230f06c2da","566,522,989.390299281555445875","No"
"0x9d9db07c7474889722ca5dd395bbe43d0a8db0b0","562,644,930.964314793447798087","No"
"0x6c71244b677665f533cc420b659ea09f08f8b421","562,241,064.459063956951608081","No"
"0xcaad1e9383386fddcc6c1dada071cf8b88ebf6c2","561,211,683.161875440918356054","No"
"0xd073671caa5c1fe2d0121fba630eba4b61eacbae","557,748,692.022425627532284768","No"
"0xfe1028e5d69065d1a88842903cb278e43687e17a","554,335,026.664923019145537767","No"
"0x6348f0bf88ac993ccbf575391e4bbf2577d5e7dc","554,070,062","No"
"0x7633ae31e314067a261bad184f7aec9f997b14f5","551,321,960.6","No"
"0x364a998c3f8a6badfba567989865beac21607855","549,808,589.439376323811564307","No"
"0x8efd9addd8de6a4e64664d1893dec51f8c3339e9","541,759,780.991468238258972979","No"
"0xeaebd9a346dedf48bc4cb4fdfe4aa4940a78d038","539,462,448.170731934829727751","No"
"0xf3d1bf1daef931456a57c914cd23405e8b67f93a","539,309,826.740115564991353967","No"
"0xf510795400aa6530d1059c8984b96d59bdb36a5e","538,406,920.467381732153657967","No"
"0x336119a76dabe37b29c4f4cd69897d7959c6b56a","537,853,832.34","No"
"0xf35e261393f9705e10b378c6785582b2a5a71094","537,853,832.2","No"
